n,e,P_i,P_r,Days_Taken,survivors,Everyone_Dead,Infection_Type,Graph_Type,intital_number_of_infected,intital_number_of_immune,Successful_infections
170,819,0.5,0.6,14,109,False,ConstantRate,random,1,0,170
170,822,0.5,0.6,14,104,False,ConstantRate,random,1,0,170
170,828,0.5,0.6,15,97,False,ConstantRate,random,1,0,170
170,817,0.5,0.6,14,114,False,ConstantRate,random,1,0,170
170,826,0.5,0.6,15,100,False,ConstantRate,random,1,0,170
170,820,0.5,0.6,15,109,False,ConstantRate,random,1,0,170
170,826,0.5,0.6,13,94,False,ConstantRate,random,1,0,170
170,825,0.5,0.6,14,109,False,ConstantRate,random,1,0,170
170,827,0.5,0.6,14,101,False,ConstantRate,random,1,0,170
170,830,0.5,0.6,15,105,False,ConstantRate,random,1,0,170
170,823,0.5,0.6,17,99,False,ConstantRate,random,1,0,170
170,821,0.5,0.6,16,95,False,ConstantRate,random,1,0,170
170,820,0.5,0.6,14,109,False,ConstantRate,random,1,0,170
170,819,0.5,0.6,15,94,False,ConstantRate,random,1,0,170
170,820,0.5,0.6,14,106,False,ConstantRate,random,1,0,170
190,919,0.5,0.6,14,110,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,132,False,ConstantRate,random,1,0,190
190,921,0.5,0.6,14,111,False,ConstantRate,random,1,0,190
190,918,0.5,0.6,14,115,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,113,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,15,109,False,ConstantRate,random,1,0,190
190,926,0.5,0.6,15,120,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,15,107,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,102,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,107,False,ConstantRate,random,1,0,190
190,928,0.5,0.6,15,112,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,124,False,ConstantRate,random,1,0,190
190,928,0.5,0.6,15,110,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,16,114,False,ConstantRate,random,1,0,190
190,927,0.5,0.6,14,118,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,15,118,False,ConstantRate,random,1,0,190
190,918,0.5,0.6,16,122,False,ConstantRate,random,1,0,190
190,929,0.5,0.6,16,115,False,ConstantRate,random,1,0,190
190,927,0.5,0.6,15,118,False,ConstantRate,random,1,0,190
190,929,0.5,0.6,14,119,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,15,102,False,ConstantRate,random,1,0,190
190,918,0.5,0.6,14,115,False,ConstantRate,random,1,0,190
190,917,0.5,0.6,16,126,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,107,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,120,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,108,False,ConstantRate,random,1,0,190
190,916,0.5,0.6,14,119,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,103,False,ConstantRate,random,1,0,190
190,926,0.5,0.6,15,113,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,16,109,False,ConstantRate,random,1,0,190
190,920,0.5,0.6,14,110,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,104,False,ConstantRate,random,1,0,190
190,920,0.5,0.6,14,111,False,ConstantRate,random,1,0,190
190,925,0.5,0.6,15,111,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,106,False,ConstantRate,random,1,0,190
190,921,0.5,0.6,14,111,False,ConstantRate,random,1,0,190
190,917,0.5,0.6,14,116,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,118,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,123,False,ConstantRate,random,1,0,190
190,927,0.5,0.6,14,116,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,110,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,106,False,ConstantRate,random,1,0,190
190,921,0.5,0.6,14,130,False,ConstantRate,random,1,0,190
190,928,0.5,0.6,14,116,False,ConstantRate,random,1,0,190
190,925,0.5,0.6,14,111,False,ConstantRate,random,1,0,190
190,926,0.5,0.6,15,116,False,ConstantRate,random,1,0,190
190,912,0.5,0.6,14,114,False,ConstantRate,random,1,0,190
190,921,0.5,0.6,14,118,False,ConstantRate,random,1,0,190
190,915,0.5,0.6,14,111,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,116,False,ConstantRate,random,1,0,190
190,918,0.5,0.6,17,109,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,119,False,ConstantRate,random,1,0,190
190,916,0.5,0.6,15,117,False,ConstantRate,random,1,0,190
190,921,0.5,0.6,14,123,False,ConstantRate,random,1,0,190
190,926,0.5,0.6,15,113,False,ConstantRate,random,1,0,190
190,927,0.5,0.6,14,103,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,105,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,15,119,False,ConstantRate,random,1,0,190
190,928,0.5,0.6,14,127,False,ConstantRate,random,1,0,190
190,929,0.5,0.6,14,102,False,ConstantRate,random,1,0,190
190,926,0.5,0.6,15,116,False,ConstantRate,random,1,0,190
190,927,0.5,0.6,14,119,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,128,False,ConstantRate,random,1,0,190
190,916,0.5,0.6,14,121,False,ConstantRate,random,1,0,190
190,919,0.5,0.6,15,115,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,115,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,15,117,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,15,111,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,107,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,115,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,120,False,ConstantRate,random,1,0,190
190,919,0.5,0.6,14,104,False,ConstantRate,random,1,0,190
190,913,0.5,0.6,14,114,False,ConstantRate,random,1,0,190
190,918,0.5,0.6,15,119,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,107,False,ConstantRate,random,1,0,190
190,924,0.5,0.6,14,115,False,ConstantRate,random,1,0,190
190,920,0.5,0.6,15,110,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,15,113,False,ConstantRate,random,1,0,190
190,921,0.5,0.6,16,114,False,ConstantRate,random,1,0,190
190,928,0.5,0.6,14,115,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,111,False,ConstantRate,random,1,0,190
190,918,0.5,0.6,14,116,False,ConstantRate,random,1,0,190
190,927,0.5,0.6,14,125,False,ConstantRate,random,1,0,190
190,919,0.5,0.6,14,117,False,ConstantRate,random,1,0,190
190,925,0.5,0.6,16,110,False,ConstantRate,random,1,0,190
190,919,0.5,0.6,14,123,False,ConstantRate,random,1,0,190
190,922,0.5,0.6,14,103,False,ConstantRate,random,1,0,190
190,928,0.5,0.6,14,108,False,ConstantRate,random,1,0,190
190,917,0.5,0.6,14,105,False,ConstantRate,random,1,0,190
190,926,0.5,0.6,14,113,False,ConstantRate,random,1,0,190
190,920,0.5,0.6,15,115,False,ConstantRate,random,1,0,190
190,926,0.5,0.6,14,119,False,ConstantRate,random,1,0,190
190,925,0.5,0.6,14,114,False,ConstantRate,random,1,0,190
190,927,0.5,0.6,15,95,False,ConstantRate,random,1,0,190
190,930,0.5,0.6,14,115,False,ConstantRate,random,1,0,190
190,923,0.5,0.6,14,108,False,ConstantRate,random,1,0,190
190,921,0.5,0.6,15,128,False,ConstantRate,random,1,0,190
190,920,0.5,0.6,14,109,False,ConstantRate,random,1,0,190
190,919,0.5,0.6,14,117,False,ConstantRate,random,1,0,190
190,920,0.5,0.6,14,118,False,ConstantRate,random,1,0,190
200,969,0.5,0.6,15,119,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,14,117,False,ConstantRate,random,1,0,200
200,971,0.5,0.6,15,124,False,ConstantRate,random,1,0,200
200,968,0.5,0.6,15,117,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,15,127,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,127,False,ConstantRate,random,1,0,200
200,976,0.5,0.6,15,119,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,14,108,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,128,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,15,123,False,ConstantRate,random,1,0,200
200,978,0.5,0.6,15,131,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,14,113,False,ConstantRate,random,1,0,200
200,978,0.5,0.6,14,116,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,119,False,ConstantRate,random,1,0,200
200,977,0.5,0.6,14,118,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,15,129,False,ConstantRate,random,1,0,200
200,968,0.5,0.6,15,116,False,ConstantRate,random,1,0,200
200,979,0.5,0.6,13,116,False,ConstantRate,random,1,0,200
200,977,0.5,0.6,14,125,False,ConstantRate,random,1,0,200
200,979,0.5,0.6,14,123,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,14,124,False,ConstantRate,random,1,0,200
200,968,0.5,0.6,15,130,False,ConstantRate,random,1,0,200
200,967,0.5,0.6,15,115,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,15,122,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,15,120,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,16,136,False,ConstantRate,random,1,0,200
200,966,0.5,0.6,15,123,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,16,133,False,ConstantRate,random,1,0,200
200,976,0.5,0.6,14,128,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,125,False,ConstantRate,random,1,0,200
200,970,0.5,0.6,14,124,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,14,122,False,ConstantRate,random,1,0,200
200,970,0.5,0.6,14,121,False,ConstantRate,random,1,0,200
200,975,0.5,0.6,16,112,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,131,False,ConstantRate,random,1,0,200
200,971,0.5,0.6,15,112,False,ConstantRate,random,1,0,200
200,967,0.5,0.6,14,122,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,124,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,16,119,False,ConstantRate,random,1,0,200
200,977,0.5,0.6,15,124,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,111,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,122,False,ConstantRate,random,1,0,200
200,971,0.5,0.6,14,115,False,ConstantRate,random,1,0,200
200,978,0.5,0.6,14,130,False,ConstantRate,random,1,0,200
200,975,0.5,0.6,14,130,False,ConstantRate,random,1,0,200
200,976,0.5,0.6,14,125,False,ConstantRate,random,1,0,200
200,962,0.5,0.6,15,118,False,ConstantRate,random,1,0,200
200,971,0.5,0.6,15,120,False,ConstantRate,random,1,0,200
200,965,0.5,0.6,14,125,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,14,124,False,ConstantRate,random,1,0,200
200,968,0.5,0.6,14,132,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,14,117,False,ConstantRate,random,1,0,200
200,966,0.5,0.6,14,123,False,ConstantRate,random,1,0,200
200,971,0.5,0.6,15,113,False,ConstantRate,random,1,0,200
200,976,0.5,0.6,14,118,False,ConstantRate,random,1,0,200
200,977,0.5,0.6,14,109,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,14,126,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,115,False,ConstantRate,random,1,0,200
200,978,0.5,0.6,14,122,False,ConstantRate,random,1,0,200
200,979,0.5,0.6,15,116,False,ConstantRate,random,1,0,200
200,976,0.5,0.6,14,122,False,ConstantRate,random,1,0,200
200,977,0.5,0.6,14,126,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,15,126,False,ConstantRate,random,1,0,200
200,966,0.5,0.6,14,131,False,ConstantRate,random,1,0,200
200,969,0.5,0.6,15,119,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,123,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,16,107,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,14,114,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,14,119,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,15,116,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,121,False,ConstantRate,random,1,0,200
200,969,0.5,0.6,14,112,False,ConstantRate,random,1,0,200
200,963,0.5,0.6,14,125,False,ConstantRate,random,1,0,200
200,968,0.5,0.6,14,129,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,14,114,False,ConstantRate,random,1,0,200
200,974,0.5,0.6,15,119,False,ConstantRate,random,1,0,200
200,970,0.5,0.6,14,124,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,15,125,False,ConstantRate,random,1,0,200
200,971,0.5,0.6,14,124,False,ConstantRate,random,1,0,200
200,978,0.5,0.6,15,124,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,14,118,False,ConstantRate,random,1,0,200
200,968,0.5,0.6,14,130,False,ConstantRate,random,1,0,200
200,977,0.5,0.6,15,118,False,ConstantRate,random,1,0,200
200,969,0.5,0.6,15,118,False,ConstantRate,random,1,0,200
200,975,0.5,0.6,15,111,False,ConstantRate,random,1,0,200
200,969,0.5,0.6,14,108,False,ConstantRate,random,1,0,200
200,972,0.5,0.6,13,113,False,ConstantRate,random,1,0,200
200,978,0.5,0.6,14,114,False,ConstantRate,random,1,0,200
200,967,0.5,0.6,15,126,False,ConstantRate,random,1,0,200
200,976,0.5,0.6,15,120,False,ConstantRate,random,1,0,200
200,970,0.5,0.6,14,117,False,ConstantRate,random,1,0,200
200,976,0.5,0.6,15,116,False,ConstantRate,random,1,0,200
200,975,0.5,0.6,14,122,False,ConstantRate,random,1,0,200
200,977,0.5,0.6,14,112,False,ConstantRate,random,1,0,200
200,980,0.5,0.6,14,121,False,ConstantRate,random,1,0,200
200,973,0.5,0.6,14,113,False,ConstantRate,random,1,0,200
200,971,0.5,0.6,14,121,False,ConstantRate,random,1,0,200
200,970,0.5,0.6,14,110,False,ConstantRate,random,1,0,200
200,969,0.5,0.6,15,127,False,ConstantRate,random,1,0,200
200,970,0.5,0.6,15,104,False,ConstantRate,random,1,0,200
30,121,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,117,0.5,0.6,19,16,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,14,14,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,14,23,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,12,19,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,13,23,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,12,15,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,13,21,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,19,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,13,22,False,ConstantRate,barabasi,1,0,30
30,129,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,116,0.5,0.6,14,19,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,14,22,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,12,19,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,13,13,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,12,23,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,29
30,121,0.5,0.6,14,15,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,16,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,118,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,14,15,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,23,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,13,15,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,21,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,12,18,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,14,19,False,ConstantRate,barabasi,1,0,29
30,120,0.5,0.6,12,19,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,14,18,False,ConstantRate,barabasi,1,0,30
30,131,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,15,17,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,14,16,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,14,21,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,118,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,29
30,127,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,12,22,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,116,0.5,0.6,12,20,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,12,17,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,13,14,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,17,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,117,0.5,0.6,16,16,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,23,False,ConstantRate,barabasi,1,0,30
30,116,0.5,0.6,13,21,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
30,118,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,114,0.5,0.6,13,21,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,12,13,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,12,16,False,ConstantRate,barabasi,1,0,30
30,125,0.5,0.6,13,16,False,ConstantRate,barabasi,1,0,30
30,117,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,13,15,False,ConstantRate,barabasi,1,0,30
30,119,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,120,0.5,0.6,14,18,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,126,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,121,0.5,0.6,12,16,False,ConstantRate,barabasi,1,0,30
30,124,0.5,0.6,12,12,False,ConstantRate,barabasi,1,0,30
30,127,0.5,0.6,13,20,False,ConstantRate,barabasi,1,0,30
30,122,0.5,0.6,12,19,False,ConstantRate,barabasi,1,0,30
30,117,0.5,0.6,14,22,False,ConstantRate,barabasi,1,0,30
30,114,0.5,0.6,13,18,False,ConstantRate,barabasi,1,0,30
30,123,0.5,0.6,12,15,False,ConstantRate,barabasi,1,0,30
30,128,0.5,0.6,13,19,False,ConstantRate,barabasi,1,0,30
50,221,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,14,29,False,ConstantRate,barabasi,1,0,50
50,217,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,15,28,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,14,31,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,14,27,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,12,27,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,14,29,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,229,0.5,0.6,12,32,False,ConstantRate,barabasi,1,0,50
50,216,0.5,0.6,14,29,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,14,30,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,14,33,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,13,27,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,49
50,221,0.5,0.6,12,29,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,12,32,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,15,32,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,35,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,218,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,12,34,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,49
50,220,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
50,231,0.5,0.6,14,27,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,14,29,False,ConstantRate,barabasi,1,0,50
50,227,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,12,25,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,13,30,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,32,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,13,32,False,ConstantRate,barabasi,1,0,50
50,218,0.5,0.6,13,35,False,ConstantRate,barabasi,1,0,49
50,227,0.5,0.6,13,34,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,12,30,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,33,False,ConstantRate,barabasi,1,0,50
50,222,0.5,0.6,13,32,False,ConstantRate,barabasi,1,0,50
50,216,0.5,0.6,13,35,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,14,32,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,12,36,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,14,29,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,224,0.5,0.6,12,31,False,ConstantRate,barabasi,1,0,50
50,226,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,217,0.5,0.6,14,33,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,216,0.5,0.6,14,33,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,14,31,False,ConstantRate,barabasi,1,0,50
50,218,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
50,214,0.5,0.6,13,35,False,ConstantRate,barabasi,1,0,50
50,220,0.5,0.6,14,29,False,ConstantRate,barabasi,1,0,50
50,223,0.5,0.6,15,36,False,ConstantRate,barabasi,1,0,50
50,225,0.5,0.6,13,28,False,ConstantRate,barabasi,1,0,50
50,217,0.5,0.6,13,31,False,ConstantRate,barabasi,1,0,50
50,221,0.5,0.6,14,28,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,14,36,False,ConstantRate,barabasi,1,0,50
50,219,0.5,0.6,13,26,False,ConstantRate,barabasi,1,0,50
50,228,0.5,0.6,13,29,False,ConstantRate,barabasi,1,0,50
